Action_ID,Subtask_IDRef,Name,Description,Inactive_AsOf
19969,14,*,Instructor Bike Drills - Miller Creek,
19970,16,*,"scheduling; update calendar, contact staff and school contacts, reserve rental truck, reschedule classes due to rain",
19971,16,*,"Scheduling; coordinate with instructors, school contacts, email parent notices, update the calendars",
19972,2,*,TAM invoice,
19973,16,*,"Scheduling; coordinate with instructors, school contacts, email parent notices, update the calendars, develop contact reports in Sales Force",
19974,22,*,Bike to School Day- deliver supplies,
19975,9,*,Novato Task Force meeting notes,
19976,22,*,research for promotional give a ways,
19977,2,*,TAM invoice - update and deliver,
19978,16,*,"scheduling- update calendar, reschedule classes and staff, update data base",
19979,9,*,Novato Task force email meeting notes form Feb,
19980,27,*,Communication with parent volunteer regarding Bike Donation Drive at MVMS,
19981,30,*,Club meeting at Redwood HS to promote action for Sustainability Festival,
19982,30,*,Meeting with Lou:  Miller Creek parent letter and pledge drive,
19983,31,*,"Communication with staff; classes, inventory, meeting times",
19984,27,*,Program development; research for articles to promote walking/biking and Bike to School poster,
19985,31,*,Communication with Redwood teacher regarding upcoming class presentation,
19986,31,*,Commnication with Terra Linda HS regarding participation in Sustainability Festival,
19987,31,*,Communication with Kent MS teacher and parent volunteer; Pie Day promoting Go Green event.,
19988,31,*,Communication with Drake Sea Disc teacher regarding getting PSAs for our SR2S website.,
19989,31,*,Coordination with Davidson Girl Scouts on meeting and presentation with police,
19990,27,*,Program Development - research articles for promoting walking/biking and Bike to School poster,
19991,31,*,Communication with Davidson Girl Scouts regarding meeting with police and next actions for presentation to council and drop off of poster,
19992,30,*,Kent Club meeting; promoting Go Green - Pi Day - getting prizes for event; Falcon News submission and promotion to Kentfield school district and SR2S newsletter article,
19993,22,*,Go Green Event with Polar Bear,
19994,31,*,Communication with MVMS parent volunteer and student council regarding upcoming Go Green event and Bike Donation Drive; communication with Frances for reserving Mikes Bikes truck,
19995,27,*,Collaboration with Laura; marketing and PR for Go Green days.,
19996,30,*,Redwood Club and follow-up with student leaders to plan for Sustainability week,
19997,14,*,Bike Classes at Miller Creek,
19998,31,*,Communication with Wendi - teen program and staff; scheduling meetings and Go Green event help.,
19999,15,*,Prep and planning for presentation at Redwood Ecology class.,
20000,31,*,Communication with teacher and Principal regarding parent letter and pledge form,
20001,30,*,"Meeting with Drake students regarding next Go Green event, ACE assembly and outreach to school for No Cars on Campus",
20002,30,*,Club meeting at Kent Middle School / poster art for Pie Day and Bike Donation Drive poster,
20003,27,*,Collaboration meeting with Lou - planning for Spring events; research into happiness studies linked to cycling.,
20004,31,*,Communication with Redwood students and Golden Gate Electric Vehicle Association about getting Evs for Sustainability Week.,
20005,31,*,Communication with Terra Linda HS - ACE Assembly,
20006,30,*,Marin School of Env. Meeting to showcase projects done at the school with community partners.,
20007,30,*,Prep and meeting at Redwood HS club - promoting Sustainability Festival; follow-up with teacher about festival workshop.,
20008,17,*,Redwood - create presentation for ecology classes; collaboration with James on presentation,
20009,31,*,"Communication with staff; bike blender; scheduling meetings, collaboration plans, incentives for Pie Day",
20010,31,*,Davidson Girl Scouts - scheduling meeting with police chief,
20011,28,*,Coordination and Go Green Day at Kent MS,
20012,27,*,Emails to schools for photos for Bike to School Day poster,
20013,30,*,Prep and meeting with Principal/teacher at Miller Creek to design parent letter and pledge form; follow-up edits to documentations and planning of launch with Lou/teacher.,
20014,31,*,"Communication with staff; scheduling Bike Mobile, meetings, Pedal Press articles",
20015,17,*,Practice presentation for Redwood Ecology classes,
20016,15,*,3 classes for Redwood Ecology classes,
20017,30,*,"Communication and meeting with Redwood club students regarding Electric Vehicals at Sustainability Festival; scheduling photographer for events, planning for Bike to School Day, and presentations for Sustainability Festival",
20018,30,*,Meeting with Kent Club to plan for Bike Donation Day and Centenial Celebration at Kent; planning for Bike parking with Bacich Team Leader,
20019,28,*,Drake Go Green Day- follow-up,
20020,31,*,Communication with Team Leader and teachers regarding next Go Green event/prizes; Bike Donation Drive and scheduling truck for event; scheduling Bike Field trip.,
20021,23,*,Communication with Team Leader at Bacich regarding Earth Day - Bike Blender availability and Revolution Spin Game,
20022,30,*,Meeting with Principal with Lou at Hall Middle School; planning for Bike to School Day and recruitment of students; followup correspondance,
20023,31,*,Communication with Drake HS Teacher regarding flyer design for Bike to School day and No Cars on Campus recruitment effort.,
20024,31,*,Communication with staff; sceduling meetings; facebook; pedal press articles; availability for meetings,
20025,31,*,Communication with Principal; Bike to School Day and permission for photos.,
20026,30,*,Club meeting - making flags for promotion of Go Green events; making flyers for Bike Donation Day and planning for Centenial event.,
20027,31,*,Communication with Mtn. Bike Club and Sonoma Eco2School:  forming Bike Caravans for Bike to School Day,
20028,31,*,Communication with Redwood Club students; planning for next club meeting and getting photos of students on bikes for publicity.,
20029,31,*,Communication with TAM HS Mtn. Bike team regarding team photos to use in publicity for Bike to School Day.,
20030,30,*,Club meeting at Drake - planning for No Cars on Campus,
20031,31,*,Coordination of Mikes Bikes truck for Bike Donation Drive,
20032,14,*,"White Hill, Drills",
20033,14,*,"Miller Creek, Drills",
20034,25,*,"Volunteer parent communications, salesforce database training, updated Team Leader list, recruiting coordination, emails and phone calls, publicity strategies",
20035,26,*,"Prep for Mill Valley meeting - erasers and supplies, attended volunteer parent leader meeting at Mill Valley Middle School",
20036,8,*,"Facebook administrator postsand social media activities, image research, registered for Twitter seminar",
20037,25,*,"Volunteer communications and support, forwarded info to Team Leaders about Fire up Your Feet, responded to emails, Polar Bear scheduling, SR2S staff activities",
20038,20,*,"Planning for National Bike to School Day, collaboration with Gwen, research and creative work - new stickers, incentives wish list request to Wendi",
20039,24,*,Supplies delivery,
20040,8,*,"FaceBook, image research and creative posts, blog screening - Novato family",
20041,25,*,"Volunteer parent communications, emails and phone calls and promotional activities and recommendations",
20042,20,*,"Team Leader guidelines for National Bike to School Day for weekly e-blasts in April, reviewed National SR2S content, creative program planing",
20043,24,*,"E-blasts to Team Leaders about April 2 welcome table, and follow-up",
20044,13,*,Edna McGuire SLL 50 students,
20045,27,*,Met with Gwen to revise letter to all parents at Miller Creek. Revise pledge form. Retyped and emailed to gwen and staff at Miller Creek.,
20046,27,*,"Met with Gwen to work out details of pledge 50% challenge, planning for other middle schools.",
20047,13,*,Shadowed James for Bike Skills presentation at Miller Creek (50 students).,
20048,13,*,"Edna McGuire School, 2 WAB's (50 students)",
20049,27,*,Reviewed Drive that Bike Presentation in preparation for White Hill on Wed.,
20050,14,*,"White Hill Bike Drills/Skills, Rode there and presented to 75 students, rode to trailer helped James unload bikes.",
20051,27,*,"Phone conversation with Gwen re: teen program prizes, etc…",
20052,14,*,"White Hill Bike Drills/Skills, Rode there, helped set up the drills and presented to 75 students.",
20053,14,*,"Miller Creek Bike Drills, Rode there, worked with 75 students, rode back.",
20054,14,*,"White Hill Middle School Drills/Skills, met James at truck loaded bikes, set up skills, taught 2 classes Drive that Bike presentation (70 students).",
20055,13,*,Cascade Canyon Bike Rodeo and Drills,
20056,14,*,"White Hill Middle School Drills/Skills, set up drills, taught 2 classes Drive that bike (70 students).",
20057,30,*,Drake High School Green Routes Club (sat in on part of meeting),
20058,30,*,rode to Kent with Gwen and helped banner making for Pie Day on Friday,
20059,27,*,Meet with Gwen to discuss teen program,
20060,30,*,"Redwood Environmental Sustainability club meeting, and discussion re: high school programs with Gwen",
20061,27,*,Drove to Costco to purchase 4 pies for pie day Kent Middle School.,
20062,28,*,"Rode to pick up bike trailer from tent, to Gwen's for supplies, went to  Kent MS to bring pies and work with students preparing for Friday's event, picked up other supplies at office for event in the am., cleaned all pie serving equip.",
20063,27,*,calls to Peggy and email to Hall MS.VP asking for meeting.,
20064,28,*,ride to Kent and supervise student's serving Pie to bikers and walkers.,
20065,27,*,"emails to Miller Creek, Hall, White Hill re: teens go green possible upcoming events.Phone call with Peggy re: scheduling if James is out on leave.",
20066,13,*,Laurel Dell Bike Rodeo,
20067,30,*,"Preparation for Meeting with Principal of Miller Creek and Mike Schulist, drove to meeting, review and plan for follow-up. Emails to Peggy re: scheduling.",
20068,27,*,Phone conversation with Wendi re: Teen Program,
20069,27,*,"Revision of 50% Challenge letter, pledge, and creation of Barriers to biking info sheet.",
20070,13,*,"St. Patrick's rodeo, lesson at truck after on how to hook-up to trailer. Picked up supplies at office for Friday.",
20071,27,*,"planning for meeting with Hall V.P., drove to meeting, followup with emails, meeting with Gwen discussing process. Check calendars for Bike Mobile",
20072,27,*,"discussion with Gwen re: Miller Creek Pledge Forms, emails to school.",
20073,27,*,"Phone call with St. Rita's art teacher re: bike classes and rodeo, bike mobile.",
20074,13,*,"Bolinas School West Marin all day. 2nd grade, 4th grade, 6th grade, rodeo and drills.",
20075,27,*,"Planning for Hall Middle School meeting with Leadership teacher, checking scheduling, registering for Bike Mobile, sending emails and cleaning out filing system.",
20076,30,*,"Coordination of Bike Mobile to go to Hall MS, emails, phone calls, and brief meeting with Gwen, drove to Hall for meeting with Leadership teacher.  Drove to meeting with Josh Evans, leadership teacher at Hall MS., planning for Bike events.",
20077,9,*,review and edit San Rafael notes; prepare for Novato meeting; Novato meeting; send out Davdison notes,
20078,34,*,"general email responses, set up meeting with San Rafael police chief; organize cove transit meeting;",
20079,32,*,create more edits to Kentfield survey,
20080,8,*,Facebook; update web site after hacking; discuss blog and IJ coverage with Laura,
20081,12,*,research on  LCAPS a new program for schools setting goals that could include SR2S,
20082,33,*,analyze and organize schoolpool surveys,
20083,33,*,organize schoolpool surveys by school volunteers; discuss schoolpool program with new Spanish speaking contractor,
20084,34,*,organize police meeting for Davidson; organize cove bus meeting; respond to general emails,
20085,1,*,update Tam documents,
20086,8,*,update web site (again - hacked again); review blog; gather dates and locations for video shoot; write and design newsletter,
20087,9,*,review documents for upcoming police meeting in San Rafael.  Follow up for Novato and San Rafael meetings,
20088,24,*,discuss walk and roll strategies with Gwen and Laura,
20089,2,*,prepare invoice aand reports,
20090,20,*,"staff meeting on bike to school day; video project, bike giveaway day planning",
20091,33,*,carma carpooling event for possible SchoolPool tie in.   Send out schoolpool lists to team leaders and principals,
20092,37,*,Staff instructions for March,
20093,25,*,create lists  for council and district rep to call to search for team leaders at our missing schools.,
20094,2,*,finalize reports; staff time cards,
20095,27,*,phone meeting with Gwen on teen clubs,
20096,1,*,attend TAM excom meeting; discussion with David on White Paper; budget update,
20097,28,*,attend Terra Linda School of the Environment presentation,
20098,17,*,meeting with James on structuring all school curriculum,
20099,2,*,timecards,
20100,34,*,responding to emails,
20101,25,*,volunteer support for team leaders,
20102,9,*,meeting on Cove transit,
20103,1,*,train Laura on creating Team Leader reports and entering data,
20104,9,*,Mill Valley Task Force meeting,
20105,8,*,facebook updates; video project,
20106,9,*,Mill Valley Task force notes; update database; send out notes; Novato notes; more changes to Kentfield survey,
20107,22,*,planning for Bike to School Day and spring activities incentives,
20108,33,*,meeting with County Health on SchoolPool program in the Canal and other disadvantaged communities. Meeting with Katrien on  outreach strategy,
20109,30,*,phone meeting with Lou on progress with team program; collect info on middle school tabling,
20110,4,*,white paper,
20111,32,*,work with Peggy on creating lists for princpals and secretaries,
20112,8,*,"getting permissions for video shoot, setting up interview and schedule; facebook page, web site; meet with students on video shoot",
20113,22,*,bike to school day; edit eblasts,
20114,9,*,"processing notes from Novato, set up Dixie task force meeting",
20115,1,*,"budget review, staff needs review, class scheduling update",
20116,14,*,"Sinaloa, bike drills",
20117,31,*,Communication with Drake Mtn. Bike Team:  leading caravans to school for Bike to School Day and Earth Day and communication with students regarding meeting for bike poster.,
20118,30,*,Meeting with Club to plan for Bike to School Day and Sustainability Festival; met with teacher/class to promote SR2S.,
20119,31,*,"Communication with staff; scheduling appointments; bike photos, bike mobile",
20120,28,*,Communication with Miller Creek - launch of 50% challenge and Mtn. Bike teacher regarding photos and Bike to School event,
20121,28,*,Communication with Team Leader - getting bike pictures; Go Green event at MVMS and delivery of supplies; coordination of filming event,
20122,30,*,Meeting with Lou to plan for upcoming events at middle and high schools,
20123,28,*,Communication with TAM HS Mtn. Bike Team and parent leader regarding hosting Bike to School event.,
20124,28,*,"Communication with Kent MS staff regarding Bike Field trip and scheduling appointments, communication with Bacich team leader to schedule Bike donation event and storage.",
20125,28,*,Communication with club leader regarding filming and Bike to School Day,
20126,27,*,"Communication with Wendi regarding middle and high school programs; transit project; prizes for Bike to School Day,",
20127,31,*,Communication with Girl Scouts regading action plan for infrastructure improvements and scheduling meetings.,
20128,28,*,Creation of flyer for Bike to School and Bike Donation Drive.,
20129,28,*,Communication with Lou and Miller Creek teacher regarding event planning and launch of 50% Challenge,
20130,8,*,Communication with teachers and Wendi regarding filming at MVMS; interview questions and coordination.,
20131,28,*,"Identifying prizes for giveaways,  creating poster design for bike to school day.",
20132,31,*,"Communication with staff; meetings and incentives for events, poster creation",
20133,30,*,Meeting with Drake HS Club - planning for No Cars on Campus; ACE assembly,
20134,30,*,Kent Eco Action Club:  met with students to plan for Bike Donation Drive and event; picked up supplies; met with Asst Principal to plan for 8th grade Bike Field Trip,
20135,30,*,Davidson Girl Scouts:  Met with students to create poster presentation and prepare for upcoming meeting with police chief.,
20136,28,*,Mill Valley Middle School:  Go Green event and video production/interview; uploading pictures from event.,
20137,30,*,Meeting with Redwood Club to plan for events,
20138,28,*,Communication with Miller Creek and updates with Lou about launch of 50% Challenge,
20139,28,*,Communication with Kent MS teacher and teacher about Bike Donation and Kentfield District Bike Blender event; scheduling Bike field trip and coordination with school staff.,
20140,31,*,Communication with MVMS regarding next events and pictures.,
20141,28,*,Communication with Redwood Asst Principal for video filming; Communication with club leaders about filming and sustainability festival.,
20142,28,*,Del Mar - communication / planning for Bike to School Day.,
20143,30,*,Meeting with Drake HS Club; planning for No Cars on Campus and Bike to School Day,
20144,30,*,Meeting with Kent MS Club; planning for Kent centenial bike parking and bike blender event,
20145,30,*,Meeting with Davidson troupe and police chief regarding safety concerns at school drop-off,
20146,22,*,"Planning for National Bike to School Day, created Team Leader with starting point suggestions on how to plan for May 7th, responded to Team Leader questions and assisted with planning and creative ideas",
20147,26,*,First 5 Marin: Communicaitons Seminar on Twitter,
20148,8,*,"Opened Twitter Account, FaceBook research and posting, Twitter planning - Tom Boss",
20149,20,*,"Suggestion and edtis to  2nd and Fourth Grade letters, program planning",
20150,24,*,"Preparatiosn for Neil Cummins video taping, spreadsheet updates, e-blast by school district to Team Leaders about National Bike to School Day, incentives, planning conversations with Wendi, responded to daily emails, phone calls and ongoing volunteer support, coordination activities with SR2S staff",
20151,26,*,Team Leader planning meeting with Wendi and Peggy,
20152,8,*,"Blog interview with mother, creative FaceBook strategies to increase visbility, downloaded  videos and posted",
20153,20,*,Lou - strategies and program suggestions,
20154,22,*,"Neil Cummins - David McPherson - Video Taping Session - Early morning set-up and coordinated interviews, follow-up emails",
20155,25,*,"Prepared supplies, documents and agenda, attended meeting at new Village School in Sausalito with Team Leader",
20156,25,*,"Prepared supplies, documents and agenda, attendeded meeting in San Anselmo at Hidden Valley Elementary with Team Leaders",
20157,25,*,"Created EVITE for upcoming volunteer team leader luncheon, coordinated Manor School interviews for filming, prep for Pleasant Valley Polar Bear walk day, ongoing volunteer support via texts, emailsand phone calls, email coordination with SR2S staff",
20158,8,*,"FaceBook, creative postings and strategies, blog interview coordination",
20159,22,*,"Creative planning for National Bike to School Day, created e-blast with guidelines to Team Leaders about developing meeting point strategies",
20160,16,*,"scheduling- staff updates , reserve rental truck, update the calendar, communications with school contacts",
20161,22,*,Research incentives for Bikes to School Day and Walk and Roll Wednesdays,
20162,32,*,"survey- updating contacts list, prep and order forms",
20163,16,*,"Scheduling, communications with instructors and school contacts, update calendar,",
20164,18,*,communications-,
20165,22,*,"incentive research , deliver supplies to school",
20166,32,*,"Survey, print, proof  documents, order mailing supplies,",
20167,2,*,Prep and deliver TAM invoice,
20168,27,*,"Coordination of announcements for parent and student bulletins for Hall MS events. Emails to VP, teachers. Meeting with teacher at St. Rita's re: bike mobile, application to bikemobile and emails.",
20169,27,*,"Meeting with Gwen discussing all the teen programs. Planning events for Miller creek, emails to principal and Mike.",
20170,28,*,"Reading emails, responding to Gwen, Miller Creek, Hall MS re: bike mobile and upcoming events.",
20171,13,*,Olive Elementary Bike Rodeo,
20172,28,*,"Reading emails, responding to Gwen, Miller Creek, Bike Mobile",
20173,28,*,"Planning Events for Hall, Miller Creek, emails and phone calls re: Bike Mobile and Events.",
20174,28,*,"Planning Poster session for Hall, planning event for Miller Creek, planning signage, talked with Wendi on phone, went to office to pick up supplies and bike trailer, talked with Laura Kelly re: general promotion.Email to St. Rita's Champions re: Bike Mobile",
20175,28,*,Worked on Sign for 50% Challenge at Miller Creek. Large sign on vinyl to put in front of school.,
20176,29,*,"Checked emails re: Hall, rode to Hall MS, had a poster making lunchtime session with leadership students and 6th grade, rode back to office to leave supplies, email principal with announcements for parents and students.",
20177,31,*,"correspondence via email re: events at Hall, St. Rita's  and Miller Creek.",
20178,28,*,"correspondence via email and phone re: events at  St. Rita's, Sinaloa.",
20179,28,*,"Drove to Costco to buy fruit and juice for event next week, created tally sheets for leadership students",
20180,28,*,"Drove to Miller Creek for meeting with Mike Schulist, went over signage for front of school, and planning of events, emails re: poster making.",
20181,29,*,"Drove to Hall Middle School to drop off tally sheets for April 10 walk/bike event, met with Leadership teacher",
20182,28,*,"Finished sign for 50% challenge, drove it to Miller Creek Middle School, emails re: event on 23rd of April.",
20183,13,*,"Stop Look and Listen class at Lycee Francais in Sausalito (29) students, 2 WAB classes (15, and 14 students). Arrived early to evaluate a walking route.",
20184,14,*,"Bike Drills Sinaloa, rode with truck, met with Barb Curtice at lunchtime, rode back with truck and unloaded bikes.",
20185,28,*,"Phone calls with Peggy re: Bike Mobile, phone call with team leader of St. Rita's re: bike mobile and event on 16th of April. Read emails.",
20186,13,*,Olive rodeo,
20187,14,*,SR2S Bike Rodeo - Sinaloa Middle School,
20188,17,*,"Second draft for updates to letters home for  grades 2-4-6.  Created background images that were larger, but more transcparent.  Arranged layout of information to be fun yet orgranized.  Reduced written content to essential information.  Reformatted contact information.  Replaced am example question on 6th grade form. Standardized and refined language of introduction statement (replaced ""Dear Parents"" with  ""Dear parent"", etc.   Shared documents and made changes from staff feedback.  Shared and revised Traffic Safety Game mat updates based on staff feedback.",
20189,13,*,"Strawberry Point ES ""Bike Safety"" for 3 classesa and 70 students.",
20190,16,*,Coordinating with staff regarding weather for outdoor events for this and next week.,
20191,17,*,"Updated ""Drive that Bike"" to include a version without narration.  Fixed animation and layout errors in various slides.  Temporarily changed animations to created a PDF version that displays correctly.  Converted video formatts for improved playback.  Confirmed details with staff regarding upcoming events. Checked for reduced priced Guildcraft traffis signs.",
20192,13,*,"Olive ES ""Bike Rodeo"" for 4 classes and 85 students. Pickup and drop-off truck and trailer.",
20193,19,*,Trips for Kids bike swap.  Traded bicycles with TFK in San Rafael to replenish the bike fleet.,
20194,18,*,Phone calls and emails with staff. Sharing expense report and timesheet.,
20195,14,*,"Hall MS ""Drive that Bike"" presentation for 5 classes and 165 students.",
20196,13,*,"Strawberry Point ES ""Traffic Safety"" for 3 classes and 70 students.",
20197,14,*,Sinaloa MS.  Pickup and drop-off of truck and trailer.  Load and unload MS bike fleet.,
20198,13,*,"Strawberry Point ES ""Walk Around the Block"" for 3 classes and 70 students.",
20199,19,*,Bike Fleet: fixed 3 flat tires.  Tightened stem/headset on 4 MS bikes. Pickup 2 bikes from TFK.  Transport extra bikes to San Quentin.  Tightened seatpost.  Replaced tire.  Placed bikes for SQ inmates to pickup upon release.,
20200,13,*,"Mary S. ES ""Stop, Look and Listen"" for 2 classes and 45 students.",
20201,14,*,"Sinaloa MS ""Drive that Bike"" for 6 classes and 234 students.",
20202,14,*,"Sinaloa MS ""Outdoor Bike Drills"" for 6 classes and 234 students.",
20203,2,*,timecards; White paper,
20204,25,*,discussion with 2 Novato team leaders separately about involvement; short orientation of new Hidden Valley team leaders,
20205,17,*,review curriculum materials,
20206,8,*,logistics for video shoot,
20207,9,*,prepare information for Novato School Board Rep;  Hidden Valley meeting to discuss encouragement program options; follow up. Hamilton sidewalk issue,
20208,33,*,discuss possible carpool app with TAM board member,
20209,31,*,phone meeting with Gwen on video shoot logistics and two new schools,
20210,1,*,Ad hok meeting,
20211,18,*,"responding to general emails; class rescheduling, phone call on bike mobile",
20212,9,*,follow up on task force meetings,
20213,2,*,create invoice and reports; time cards,
20214,34,*,talk with Belvedere Council rep;,
20215,8,*,prep for video shoot; edited the web page; video shoot; April newsletter,
20216,30,*,phone meeting with Gwen on Davidson and MVMS; Miller Creek; Kent,
20217,1,*,general administration;,
20218,25,*,plan for team leader meeting,
20219,22,*,preparations for Bike to School Day,
20220,34,*,communications with task force people.,
20221,33,*,phone meeting with Katrien re: outreach in the Canal,
20222,8,*,newsletter; post video on facebook prep for video shoot,
20223,9,*,organizing for task force meetings,
20224,2,*,time cards,
20225,9,*,meeting with San Rafael Police Chief,
20226,13,*,film strawberry rodeo,
20227,28,*,film Redwood High school prep for Bike to School Day,
20228,20,*,staff meeting - prep for bike to school day; bike give away; ordering supplies,
20229,34,*,confirm San Jose meeting; general emails,
20230,2,*,disadvantaged school report,
20231,8,*,finalize newsletter,
20232,33,*,phone meeting with Katrien about progress in the Canal,
20233,9,*,"meeting with San Jose Principal, public works and police on safety issues and reducing traffic",
20234,9,*,work on setting up Dixie meeting,
20235,9,*,HEAL meeting in Novato,
20236,9,*,Kentfield agenda; talk with Bob At the county,
20237,8,*,article on Cove School; web and facebook updates; blog; update web site; set up photo ops,
20238,1,*,prepare report of activities for Marin Transit; staff management - review expense reports; set up surveys in sales force; enter contacts in Sales force,
20239,33,*,research bus buddy programs for Cove and Hidden Valley schools,
20240,22,*,bike to school day  - set up check list; incentives list; work with staff on planning,
20241,25,*,send out eblast to team leaders for bike to school day; support for team leaders while Laura is away,
20242,22,*,organizing bike to school day for Reed District; photo ops for Coleman; other bike to school day needs,
20243,9,*,"meeting for Cove School, bike the route and then meet to discuss maps and infrastrructure; prep for Kentfield meeting; Kentfierld Task Force meeting",
20244,1,*,respond to questions from Ad Hok committee,
20245,33,*,Meet with Katrien about Hispanic organizing and follow up.  Novato HEAL meeting,
20246,25,*,prep for team leader meeting; agenda  phone meeting with Laura,
20247,28,*,meeting with Gwen to go over Bike to School Day events for the teen program,
20248,2,*,staff timecards and expense reports,
20249,13,*,"Strawberry Point ES ""Bike Rodeo"" for 3 classes and 70 students.  Meet with student film crew.  Cargo bike for special needs students.",
20250,35,*,"SR2S meeting with Wendi, Peggy, Gwen, Laura and Lou.",
20251,13,*,"San Domenico ES ""Bike Rodeo"" for 2 classes and 42 students.",
20252,14,*,"San Domenico MS ""Outdoor Bike Drills"" for 2 classes and 62 students.",
20253,35,*,Meet with Laura ans student film crew at Manor ES for afterschool event.  Gathered biking families to be interviewed after school.,
20254,13,*,"Hidden Valley ES ""Bike Rodeo"" for 3 classes and 70 students. Dropoff truck.",
20255,16,*,Scheduling upcoming events and truck rentals with Peggy.  Double checking Google-Calendar for updates and correct information.,
20256,19,*,"Assessing trailer electrical and structural issues.  Missing rivets on sidepanels, leaking roof needs to be resealed.  Reviewed process to attach or detach trailer with Peggy. Ran diagnostic programs on printer, fixing clogged nozzle.",
20257,13,*,"Edna Maguire ES ""Bike Rodeo"" for 4 classes and 90 students.",
20258,19,*,Pick up remaining bike credit at TFK.  Transport  bikes to storage in San Quentin.,
20259,13,*,"Mary Silveira ES ""Bike Safety"" for 2 classes and 40 students.",
20260,13,*,"Bahia Vista ES ""Stop, Look and Listen"" for 2 classes and 45 students.",
20261,13,*,"Mary Silveira ES ""Stop, Look and Listen"" for 1 class and 20 students.",
20262,17,*,Created and shared notes for attaching trailer including images and step-by-step instructions.  Created notes for the intro/conclusion for on-bike events.  Coordinated with Elizabeth from Next Generation reagarding presenting at Redwood during Sustainability Fest and Kirby from Corte Madera regarding Bike to School Day.,
20263,13,*,"Ross ES ""Bike Rodeo"" for 2 classes and 50 students.  Pickup and dropoff truck and trailer.",
20264,13,*,"Mary Silveira ES ""Bike Safety"" for 1 class and 20 students.",
20265,13,*,SR2S - Strawberry - Bike Rodeo,
20266,13,*,Ross Elementary SR2S Bike Rodeo,
20267,14,*,bike rodeo,
20268,24,*,"Polar Bear Walk and Roll Day at Pleasant Valley Elementary, Conducted student interviews at Manor Elementary School",
20269,8,*,"Blog interview and photos, facebook image research and creative postings, wrote brog and obtained approval for release",
20270,26,*,"Prepared for and attended meeting at Hidden Valley Elementary to discuss  strategies for National Bike to School Day and Green Travel Assembly,",
20271,25,*,"Emailed luncheon invitation to Team Leaders for April 29th meeting.  Forwarded E-Blast to Team Leaders for creating meeting points for National Bike To School Day.  Updated Invite List of Parent Leaders.  Ongoing emails, phone calls, text and general volunteer support regarding strateiges.",
20272,20,*,Phone communicaitons with Wendi about program ideas and strategies,
20273,23,*,"Texting Communications with volunteer Lynn Stein, Wendi blog photo and newsletter e-blast.",
20274,8,*,facebook image research and creative postings,
20275,8,*,"Facebook content, image research, creative postings for Earth Day and Bike Blender videotaping, strategies to build audience",
20276,22,*,"Earth Day 2014 - Brookside Elementary School, follow-up communications with Principal and Team Leader",
20277,23,*,"Responded to backlog of staff, volunteer and school emails after spring break.",
20278,25,*,"Volunteer Recruting - Mount Tampalpais and Short School.  Team Leader luncheon planning, RSVP email and phone calls, check-in phone meeting with Wendi, created e-blast for National Bike to School Day and forwarded to all elementary school principals,  staff emails and communications, ongoing communicaitons and support with volunteers regarding publicity strategies.",
20279,27,*,"Collaboration strategies - Gwen, Lou",
20280,16,*,Scheduled Poster Art Class for 4/30 at Hidden Valley,
20281,22,*,Supplies for Hidden Valley and Reed School.,
20282,16,*,"scheduling, communications with school contacts, update and schedule staff",
20283,13,*,instructor - bike rodeo- Strawberry school,
20284,13,*,instructor - bike rodeo- Hidden Valley school,
20285,32,*,"Spring student travel survey, prep materials, email communications, update data base with current contact info",
20286,16,*,"scheduling, communications with school contacts, update and schedule staff, update calender, schedule Uhaul trucks, bike blender logistics",
20287,16,*,"scheduling, communications with school contacts, update and schedule staff, update calendar, schedule U-Haul trucks",
20288,13,*,instructor - bike rodeo- Edna Maguire school,
20289,9,*,Task Force meeting-  Kentfield,
20290,32,*,"survey- prep materials, send out mark you calendar notice, follow-up to schools",
20291,22,*,Bike to School day-  receive and deliver supplies,
20292,14,*,"Poster Making at Miller Creek Middle School, picked up supplies from office, (worked with 15 students) cleanup, bring supplies back to office.",
20293,31,*,"Reading emails, communicating with Hall, Miller Creek, St. Rita's",
20294,30,*,Meeting with Gwen to discuss prizes for Bike to School Day and Staff Meeting,
20295,28,*,"Rode to Hall for Bike/Walk morning event, Supervise leadership students as they tallyed walkers and bikers, rode to office to load bike trailer, rode smoothie bike back to Hall to supervise smoothie making at lunchtime to 5th grade winners. Rode all supplies back to office, cleaned and put it all away.",
20296,13,*,Hidden Valley Bike Rodeo,
20297,31,*,"responding to emails re: Bike Mobiles, Drake Event, Walk to School, etc…",
20298,28,*,"emails to Hall, St. Rita's, planning schedule for coming weeks. BikeMObile, bike mobiles…. Etc..",
20299,28,*,"Organizing for Event at St. Rita's on 4/16. Collected bike blender, poster making supplies brought all to St. Rita's. Had meeting with art teacher. Emails and calls to BikeMobile (Tommy), Team Leader, Gwen Froh.",
20300,28,*,"emails to Miller Creek, Gwen re: April 23rd event",
20301,28,*,"emails and phone calls to Miller Creek, Hall, Sinaloa, St. Rita's re: upcoming Bike to School Day.",
20302,28,*,Drove to Costco to buy frozen fruit and juice for Miller Creek on April 23rd.,
20303,31,*,"Reviewing scheduling of meetings/events. Emails and calls to Sinaloa re: Bike to School Day, Hall re: bike to school day and scheduling meeting with science teacher and leadership teacher, Del Mar re: scheduling of drills. Planning for meetings tomorrow.",
20304,13,*,Bike Rodeo Edna Maguire,
20305,13,*,2 SLL classes Bahia Vista (25 students each).,
